<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SANDP-500,D,20010827,000000,1184.4100000,1186.8400000,1178.0700000,1179.2200000,0
SANDP-500,D,20010828,000000,1179.2600000,1179.6600000,1161.1700000,1161.5200000,0
SANDP-500,D,20010829,000000,1162.8300000,1166.9700000,1147.3800000,1148.5700000,0
SANDP-500,D,20010830,000000,1144.9000000,1151.7200000,1124.9000000,1129.0300000,0
SANDP-500,D,20010831,000000,1128.2100000,1141.8300000,1126.3800000,1133.5900000,0
SANDP-500,D,20010901,000000,1134.1800000,1134.2000000,1133.5900000,1133.5900000,0
SANDP-500,D,20010902,000000,1133.5800000,1133.5800000,1133.5800000,1133.5800000,0
SANDP-500,D,20010903,000000,1133.5800000,1133.5800000,1133.5800000,1133.5800000,0
SANDP-500,D,20010904,000000,1133.5800000,1155.4000000,1129.0600000,1132.9300000,0
SANDP-500,D,20010905,000000,1133.4800000,1135.5200000,1114.8500000,1131.7600000,0
SANDP-500,D,20010906,000000,1131.7400000,1131.7400000,1105.8300000,1106.3500000,0
SANDP-500,D,20010907,000000,1093.7700000,1105.8200000,1082.1100000,1085.7900000,0
SANDP-500,D,20010908,000000,1085.8500000,1085.8500000,1085.7900000,1085.7900000,0
SANDP-500,D,20010909,000000,1085.7800000,1085.7800000,1085.7800000,1085.7800000,0
SANDP-500,D,20010910,000000,1084.4900000,1096.4600000,1073.4100000,1094.9600000,0
SANDP-500,D,20010911,000000,1092.5400000,1092.5400000,1092.5400000,1092.5400000,0
SANDP-500,D,20010912,000000,1092.5400000,1092.5400000,1092.5400000,1092.5400000,0
SANDP-500,D,20010913,000000,1092.5400000,1092.5400000,1092.5400000,1092.5400000,0
SANDP-500,D,20010914,000000,1092.5400000,1092.5400000,1092.5400000,1092.5400000,0
SANDP-500,D,20010916,000000,1092.5400000,1092.5400000,1092.5400000,1092.5400000,0
SANDP-500,D,20010917,000000,1092.5400000,1092.5400000,1037.5000000,1038.7700000,0
SANDP-500,D,20010918,000000,1040.0800000,1046.3900000,1029.2900000,1032.7400000,0
SANDP-500,D,20010919,000000,1032.7400000,1038.9100000,984.6200000,1016.0900000,0
SANDP-500,D,20010920,000000,1016.1000000,1016.1000000,984.4900000,984.5500000,0
SANDP-500,D,20010921,000000,984.5400000,984.5400000,944.7900000,965.8000000,0
SANDP-500,D,20010922,000000,965.8000000,965.8000000,965.8000000,965.8000000,0
SANDP-500,D,20010924,000000,965.8000000,1008.4000000,965.8000000,1003.4500000,0
SANDP-500,D,20010925,000000,1003.4500000,1017.1400000,998.3300000,1012.2700000,0
SANDP-500,D,20010926,000000,1013.5300000,1020.2900000,1002.6200000,1007.0400000,0
SANDP-500,D,20010927,000000,1007.0400000,1018.8900000,998.2500000,1018.6100000,0
SANDP-500,D,20010928,000000,1018.6100000,1040.9400000,1018.6100000,1040.9300000,0
SANDP-500,D,20010929,000000,1040.0400000,1040.9400000,1040.0100000,1040.9300000,0
SANDP-500,D,20011001,000000,1040.9400000,1040.9400000,1026.8300000,1038.5500000,0
SANDP-500,D,20011002,000000,1038.5500000,1051.3200000,1034.6700000,1051.3200000,0
SANDP-500,D,20011003,000000,1051.3300000,1075.3200000,1041.5300000,1072.2800000,0
SANDP-500,D,20011004,000000,1072.2800000,1084.0400000,1067.8300000,1069.6200000,0
SANDP-500,D,20011005,000000,1069.6200000,1072.3100000,1053.6000000,1071.3800000,0
SANDP-500,D,20011006,000000,1070.5500000,1071.4000000,1070.5500000,1071.3800000,0
SANDP-500,D,20011008,000000,1071.3800000,1071.3800000,1056.8800000,1062.4400000,0
SANDP-500,D,20011009,000000,1062.1000000,1063.3700000,1053.8300000,1056.7600000,0
SANDP-500,D,20011010,000000,1056.7100000,1081.5400000,1052.7600000,1080.9900000,0
SANDP-500,D,20011011,000000,1082.4400000,1098.9800000,1082.4400000,1097.4300000,0
SANDP-500,D,20011012,000000,1097.4300000,1097.4300000,1072.1500000,1091.6300000,0
SANDP-500,D,20011013,000000,1091.2900000,1091.6300000,1091.2900000,1091.6300000,0
SANDP-500,D,20011015,000000,1091.6500000,1091.6500000,1078.2400000,1089.9800000,0
SANDP-500,D,20011016,000000,1089.9800000,1101.4400000,1087.1600000,1097.5400000,0
SANDP-500,D,20011017,000000,1097.5400000,1106.9700000,1076.6300000,1077.0900000,0
SANDP-500,D,20011018,000000,1077.0900000,1077.9400000,1064.5400000,1068.6400000,0
SANDP-500,D,20011019,000000,1067.8400000,1075.5200000,1057.2400000,1073.4700000,0
SANDP-500,D,20011020,000000,1073.2000000,1073.5200000,1073.2000000,1073.4700000,0
SANDP-500,D,20011022,000000,1072.3500000,1089.9000000,1070.3200000,1089.9000000,0
SANDP-500,D,20011023,000000,1089.9000000,1098.9100000,1081.5900000,1084.7800000,0
SANDP-500,D,20011024,000000,1084.7800000,1090.2300000,1080.0700000,1085.2000000,0
SANDP-500,D,20011025,000000,1085.2000000,1100.0700000,1065.7500000,1100.0700000,0
SANDP-500,D,20011026,000000,1099.2300000,1110.5600000,1094.3700000,1104.6100000,0
SANDP-500,D,20011027,000000,1104.5400000,1104.6100000,1104.5400000,1104.6100000,0
SANDP-500,D,20011030,000000,1075.5600000,1075.5600000,1053.6100000,1059.7800000,0
SANDP-500,D,20011031,000000,1062.2900000,1074.7900000,1057.5500000,1059.7700000,0
SANDP-500,D,20011101,000000,1060.9800000,1085.6100000,1054.3100000,1084.0900000,0
SANDP-500,D,20011102,000000,1083.5500000,1089.6300000,1075.5800000,1087.2000000,0
SANDP-500,D,20011103,000000,1087.0100000,1087.2500000,1086.9800000,1087.2000000,0
SANDP-500,D,20011105,000000,1087.2200000,1106.7200000,1087.2200000,1102.8100000,0
SANDP-500,D,20011106,000000,1102.0100000,1119.7300000,1095.3600000,1118.8300000,0
SANDP-500,D,20011107,000000,1118.8600000,1118.8600000,1118.8600000,1118.8600000,0
SANDP-500,D,20011108,000000,1118.3600000,1135.7500000,1115.4200000,1118.5300000,0
SANDP-500,D,20011109,000000,1118.5400000,1123.0200000,1111.1300000,1120.3100000,0
SANDP-500,D,20011110,000000,1120.3100000,1120.3100000,1120.3100000,1120.3100000,0
SANDP-500,D,20011111,000000,1120.3100000,1120.3100000,1120.3100000,1120.3100000,0
SANDP-500,D,20011112,000000,1120.3100000,1121.7100000,1098.3200000,1118.3300000,0
SANDP-500,D,20011113,000000,1122.2300000,1139.1000000,1122.2300000,1139.0900000,0
SANDP-500,D,20011114,000000,1139.0900000,1148.2800000,1132.8700000,1141.2200000,0
SANDP-500,D,20011115,000000,1139.6100000,1146.4600000,1135.0600000,1142.2500000,0
SANDP-500,D,20011116,000000,1142.4900000,1143.5200000,1129.9200000,1138.5800000,0
SANDP-500,D,20011117,000000,1138.2100000,1138.6200000,1138.1800000,1138.5800000,0
SANDP-500,D,20011119,000000,1140.4500000,1146.7000000,1140.4500000,1146.7000000,0
SANDP-500,D,20011120,000000,1149.9500000,1150.9400000,1146.6600000,1149.0500000,0
SANDP-500,D,20011121,000000,1141.3200000,1141.3200000,1132.3900000,1133.4200000,0
SANDP-500,D,20011123,000000,1137.6200000,1151.0300000,1136.0100000,1150.3400000,0
SANDP-500,D,20011126,000000,1150.3400000,1157.8200000,1146.2000000,1157.4200000,0
SANDP-500,D,20011127,000000,1156.0700000,1163.3700000,1140.8300000,1149.5000000,0
SANDP-500,D,20011128,000000,1148.1000000,1148.1000000,1128.3600000,1128.5200000,0
SANDP-500,D,20011129,000000,1130.0200000,1140.3500000,1125.5200000,1140.2000000,0
SANDP-500,D,20011130,000000,1140.1900000,1143.4300000,1135.9800000,1139.4500000,0
SANDP-500,D,20011201,000000,1139.1600000,1139.4600000,1139.1600000,1139.4500000,0
SANDP-500,D,20011203,000000,1137.5300000,1137.5300000,1125.8100000,1129.9200000,0
SANDP-500,D,20011204,000000,1131.7500000,1144.8000000,1128.8600000,1144.8000000,0
SANDP-500,D,20011205,000000,1145.0500000,1173.6200000,1145.0500000,1170.3600000,0
SANDP-500,D,20011206,000000,1170.2200000,1173.3500000,1164.4300000,1167.0300000,0
SANDP-500,D,20011207,000000,1166.8100000,1166.8100000,1152.6600000,1158.3000000,0
SANDP-500,D,20011208,000000,1158.0500000,1158.3100000,1158.0500000,1158.3000000,0
SANDP-500,D,20011210,000000,1156.5400000,1158.1400000,1139.6600000,1139.9500000,0
SANDP-500,D,20011211,000000,1141.1800000,1150.8500000,1134.4100000,1136.7600000,0
SANDP-500,D,20011212,000000,1136.8300000,1141.5700000,1126.1000000,1137.0700000,0
SANDP-500,D,20011213,000000,1133.2000000,1133.2000000,1117.8900000,1119.3800000,0
SANDP-500,D,20011214,000000,1119.3800000,1121.1600000,1104.6000000,1116.9500000,0
SANDP-500,D,20011217,000000,1116.9500000,1137.2400000,1116.9500000,1134.3600000,0
SANDP-500,D,20011218,000000,1135.4100000,1144.9800000,1135.4100000,1142.9200000,0
SANDP-500,D,20011219,000000,1140.1200000,1152.3700000,1134.8300000,1149.5600000,0
SANDP-500,D,20011220,000000,1147.8600000,1151.3100000,1139.9400000,1139.9400000,0
SANDP-500,D,20011221,000000,1142.2300000,1147.7300000,1140.4200000,1144.8900000,0
SANDP-500,D,20011222,000000,1145.4900000,1145.6100000,1144.8600000,1144.8900000,0
SANDP-500,D,20011224,000000,1145.1900000,1147.8200000,1144.6300000,1144.6500000,0
SANDP-500,D,20011226,000000,1147.6900000,1159.1800000,1147.6900000,1149.3700000,0
SANDP-500,D,20011227,000000,1149.9900000,1157.1100000,1149.9900000,1157.1100000,0
SANDP-500,D,20011228,000000,1158.3500000,1164.6300000,1157.9200000,1161.0200000,0
SANDP-500,D,20011229,000000,1160.9800000,1161.0200000,1160.9800000,1161.0200000,0
SANDP-500,D,20011230,000000,1161.0200000,1161.0200000,1161.0200000,1161.0200000,0
SANDP-500,D,20011231,000000,1160.1900000,1161.1000000,1148.0600000,1148.0800000,0
SANDP-500,D,20020101,000000,1148.1700000,1148.1800000,1148.0800000,1148.0800000,0
SANDP-500,D,20020102,000000,1149.9700000,1154.6600000,1136.2500000,1154.6600000,0
SANDP-500,D,20020103,000000,1155.7200000,1165.2600000,1154.0400000,1165.2600000,0
SANDP-500,D,20020104,000000,1167.9000000,1176.4700000,1163.4300000,1172.5100000,0
SANDP-500,D,20020105,000000,1172.5300000,1172.5400000,1172.5100000,1172.5100000,0
SANDP-500,D,20020107,000000,1173.9600000,1176.9700000,1163.6400000,1164.8900000,0
SANDP-500,D,20020108,000000,1164.7700000,1164.9000000,1164.7700000,1164.8900000,0
SANDP-500,D,20020110,000000,1153.2400000,1159.8700000,1150.9300000,1156.5500000,0
SANDP-500,D,20020111,000000,1156.5500000,1159.3600000,1154.4500000,1155.8700000,0
